date,hour,predicted_temperature,actual_temperature
2024-01-18,16,14.308457291233209,19.585733032226585
2024-01-18,17,13.582719633776037,18.271508789062523
2024-01-18,18,13.202321817082918,17.227014160156273
2024-01-18,19,13.215791790960186,16.934671020507835
2024-01-18,20,13.384494705923743,16.513482666015648
2024-01-18,21,13.626520998947928,16.009317016601585
2024-01-18,22,13.952821595187256,15.565789794921898
2024-01-18,23,14.550781262755526,15.30268249511721
2024-01-19,0,14.709152210349911,15.108743286132835
2024-01-19,1,14.802452672599209,14.93854675292971
2024-01-19,2,14.791313626169485,14.815789794921898
2024-01-19,3,16.424124093018428,16.17487487792971
2024-01-19,4,19.700419072211844,19.143121337890648
2024-01-19,5,22.05858142149935,21.823754882812523
2024-01-19,6,23.687944462563884,24.12201843261721
2024-01-19,7,24.516125009276422,25.782098388671898
2024-01-19,8,25.009942047326895,26.722772216796898
2024-01-19,9,25.075368713866798,27.028436279296898
2024-01-19,10,24.686380096881493,27.02491149902346
2024-01-19,11,23.78677058388121,26.6862731933594
2024-01-19,12,22.051721307058294,25.637506103515648
2024-01-19,13,19.433382721435816,23.629296875000023
2024-01-19,14,16.92527668957633,21.77387390136721
2024-01-19,15,15.304329352000437,20.49830017089846
2024-01-19,16,14.27370682010123,19.46747741699221
2024-01-19,17,13.547969162644055,18.43454895019533
2024-01-19,18,13.167571345950936,17.369958496093773
2024-01-19,19,13.181041319828207,16.355432128906273
2024-01-19,20,13.349744234791764,15.732263183593773
2024-01-19,21,13.591770527815946,15.095254516601583
2024-01-19,22,13.918071124055274,14.616052246093773
2024-01-19,23,14.516030791623548,14.316400146484398
2024-01-20,0,14.67440173921793,14.130548095703148
2024-01-20,1,14.767702201467227,13.94678649902346
2024-01-20,2,14.756563155037503,13.740090942382835
2024-01-20,3,16.38937362188645,15.02973327636721
2024-01-20,4,19.66566860107986,18.149270629882835
2024-01-20,5,22.02383095036737,20.979837036132835
2024-01-20,6,23.653193991431905,23.43624267578128
2024-01-20,7,24.481374538144443,25.3371520996094
2024-01-20,8,24.97519157619491,26.316995239257835
2024-01-20,9,25.040618242734816,26.771829223632835
2024-01-20,10,24.651629625749514,26.798135375976585
2024-01-20,11,23.75202011274923,26.489373779296898
2024-01-20,12,22.016970835926312,25.476861572265648
2024-01-20,13,19.398632250303834,23.87177429199221
2024-01-20,14,16.89052621844435,21.962670898437523
2024-01-20,15,15.269578880868455,20.27707824707033
2024-01-20,16,14.238956348969248,18.906777954101585
2024-01-20,17,13.513218691512076,17.907983398437523
2024-01-20,18,13.132820874818957,17.174096679687523
2024-01-20,19,13.146290848696225,16.695123291015648
2024-01-20,20,13.314993763659782,16.066247558593773
2024-01-20,21,13.557020056683967,15.464562988281273
2024-01-20,22,13.883320652923292,15.005944824218773
2024-01-20,23,14.481280320491566,14.680963134765648
2024-01-21,0,14.63965126808595,14.393273925781273
2024-01-21,1,14.732951730335248,14.16303405761721
2024-01-21,2,14.72181268390552,13.95881042480471
2024-01-21,3,16.354623150754467,15.151910400390648
2024-01-21,4,19.630918129947883,17.93378601074221
2024-01-21,5,21.98908047923539,20.567788696289085
2024-01-21,6,23.618443520299923,22.84656677246096
2024-01-21,7,24.446624067012458,24.613183593750023
2024-01-21,8,24.94044110506293,25.68992004394533
2024-01-21,9,25.005867771602833,26.24591979980471
2024-01-21,10,24.616879154617532,26.41916809082033
2024-01-21,11,23.71726964161725,26.157281494140648
2024-01-21,12,21.982220364794333,25.129998779296898
2024-01-21,13,19.36388177917185,23.401269531250023
2024-01-21,14,16.855775747312368,21.540689086914085
2024-01-21,15,15.234828409736476,19.844750976562523
2024-01-21,16,14.20420587783727,18.291558837890648
2024-01-21,17,13.478468220380094,16.897058105468773
2024-01-21,18,13.098070403686975,15.820245361328148
2024-01-21,19,13.111540377564246,14.635614013671898
2024-01-21,20,13.2802432925278,13.864434814453148
2024-01-21,21,13.522269585551985,13.364038085937525
2024-01-21,22,13.848570181791313,13.09198913574221
2024-01-21,23,14.446529849359587,12.98859558105471
2024-01-22,0,14.604900796953968,12.990380859375025
2024-01-22,1,14.698201259203266,12.92176208496096
2024-01-22,2,14.687062212773542,12.819116210937525
2024-01-22,3,16.319872679622488,14.22236022949221
2024-01-22,4,19.5961676588159,17.498773193359398
2024-01-22,5,21.95433000810341,20.44992980957033
2024-01-22,6,23.583693049167945,22.92286071777346
2024-01-22,7,24.41187359588048,24.91011962890628
2024-01-22,8,24.905690633930952,25.962213134765648
2024-01-22,9,24.971117300470855,26.48896179199221
2024-01-22,10,24.582128683485553,26.631936645507835
2024-01-22,11,23.682519170485268,26.424966430664085
2024-01-22,12,21.94746989366235,25.54737243652346
2024-01-22,13,19.329131308039873,23.899346923828148
2024-01-22,14,16.821025276180386,21.7465759277344
2024-01-22,15,15.200077938604494,19.9084411621094
2024-01-22,16,14.169455406705287,18.13141784667971
2024-01-22,17,13.443717749248115,16.988626098632835
2024-01-22,18,13.063319932554993,16.30976257324221
2024-01-22,19,13.076789906432264,15.23462829589846
2024-01-22,20,13.245492821395821,14.083428955078148
2024-01-22,21,13.487519114420007,13.40931091308596
2024-01-22,22,13.813819710659331,12.852777099609398
2024-01-22,23,14.411779378227605,16.649194335937523
2024-01-23,0,14.57015032582199,16.649194335937523
2024-01-23,1,14.663450788071284,16.649194335937523
2024-01-23,2,14.65231174164156,16.649194335937523
2024-01-23,3,16.285122208490506,13.278298950195335
2024-01-23,4,19.561417187683922,17.774743652343773
2024-01-23,5,21.919579536971426,21.083657836914085
2024-01-23,6,23.548942578035962,23.81775817871096
2024-01-23,7,24.3771231247485,25.518884277343773
2024-01-23,8,24.870940162798973,26.55988464355471
2024-01-23,9,24.936366829338873,27.053811645507835
2024-01-23,10,24.54737821235357,27.076455688476585
2024-01-23,11,23.64776869935329,26.781350708007835
2024-01-23,12,21.91271942253037,25.872674560546898
